"","country_long","nace","year","shortage","NACE2_1D"
"3063","Cyprus","Industry (except construction)","2004",NA,NA
"3064","Cyprus","Industry (except construction)","2005",NA,NA
"3065","Cyprus","Industry (except construction)","2006",NA,NA
"3066","Cyprus","Industry (except construction)","2007",NA,NA
"3067","Cyprus","Industry (except construction)","2008",NA,NA
"3068","Cyprus","Industry (except construction)","2009",4.2,NA
"3069","Cyprus","Industry (except construction)","2010",2.275,NA
"3070","Cyprus","Industry (except construction)","2011",1.325,NA
"3071","Cyprus","Industry (except construction)","2012",0.75,NA
"3072","Cyprus","Industry (except construction)","2013",0.5,NA
"3073","Cyprus","Industry (except construction)","2014",0.675,NA
"3074","Cyprus","Industry (except construction)","2015",0.575,NA
"3075","Cyprus","Industry (except construction)","2016",1.05,NA
"3076","Cyprus","Industry (except construction)","2017",1.3,NA
"3077","Cyprus","Industry (except construction)","2018",1.475,NA
"3078","Cyprus","Industry (except construction)","2019",1.675,NA
"3079","Cyprus","Industry (except construction)","2020",1.95,NA
"3080","Cyprus","Industry (except construction)","2021",2.95,NA
"3081","Cyprus","Industry (except construction)","2022",1.85,NA
"3082","Cyprus","Industry (except construction)","2023",2.06666666666667,NA
"3083","Cyprus","Industry and construction","2001",NA,NA
"3084","Cyprus","Industry and construction","2002",NA,NA
"3085","Cyprus","Industry and construction","2003",NA,NA
"3086","Cyprus","Industry and construction","2004",NA,NA
"3087","Cyprus","Industry and construction","2005",NA,NA
"3088","Cyprus","Industry and construction","2006",NA,NA
"3089","Cyprus","Industry and construction","2007",NA,NA
"3090","Cyprus","Industry and construction","2008",NA,NA
"3091","Cyprus","Industry and construction","2009",3.8,NA
"3092","Cyprus","Industry and construction","2010",2.075,NA
"3093","Cyprus","Industry and construction","2011",1.1,NA
"3094","Cyprus","Industry and construction","2012",0.7,NA
"3095","Cyprus","Industry and construction","2013",0.375,NA
"3096","Cyprus","Industry and construction","2014",0.6,NA
"3097","Cyprus","Industry and construction","2015",0.625,NA
"3098","Cyprus","Industry and construction","2016",0.8,NA
"3099","Cyprus","Industry and construction","2017",1.1,NA
"3100","Cyprus","Industry and construction","2018",1.225,NA
"3101","Cyprus","Industry and construction","2019",1.575,NA
"3102","Cyprus","Industry and construction","2020",1.75,NA
"3103","Cyprus","Industry and construction","2021",2.125,NA
"3104","Cyprus","Industry and construction","2022",1.425,NA
"3105","Cyprus","Industry and construction","2023",1.96666666666667,NA
"3106","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2001",NA,NA
"3107","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2002",NA,NA
"3108","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2003",NA,NA
"3109","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2004",NA,NA
"3110","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2005",1.425,NA
"3111","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2006",1.45,NA
"3112","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2007",4.65,NA
"3113","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2008",4.05,NA
"3114","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2009",2.45,NA
"3115","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2010",1.6,NA
"3116","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2011",1.125,NA
"3117","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2012",0.625,NA
"3118","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2013",0.4,NA
"3119","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2014",0.75,NA
"3120","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2015",0.9,NA
"3121","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2016",1.025,NA
"3122","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2017",1.075,NA
"3123","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018",1.425,NA
"3124","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2019",1.75,NA
"3125","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2020",1.55,NA
"3126","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2021",2.35,NA
"3127","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2022",2.5,NA
"3128","Cyprus","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2023",2.86666666666667,NA
"3129","Cyprus","Information and communication","2001",NA,"J"
"3130","Cyprus","Information and communication","2002",NA,"J"
"3131","Cyprus","Information and communication","2003",NA,"J"
"3132","Cyprus","Information and communication","2004",NA,"J"
"3133","Cyprus","Information and communication","2005",NA,"J"
"3134","Cyprus","Information and communication","2006",NA,"J"
"3135","Cyprus","Information and communication","2007",NA,"J"
"3136","Cyprus","Information and communication","2008",NA,"J"
"3137","Cyprus","Information and communication","2009",1.55,"J"
"3138","Cyprus","Information and communication","2010",0.8,"J"
"3139","Cyprus","Information and communication","2011",0.65,"J"
"3140","Cyprus","Information and communication","2012",0.3,"J"
"3141","Cyprus","Information and communication","2013",0.225,"J"
"3142","Cyprus","Information and communication","2014",0.925,"J"
"3143","Cyprus","Information and communication","2015",1.725,"J"
"3144","Cyprus","Information and communication","2016",0.775,"J"
"3145","Cyprus","Information and communication","2017",1.9,"J"
"3146","Cyprus","Information and communication","2018",2.475,"J"
"3147","Cyprus","Information and communication","2019",1.975,"J"
"3148","Cyprus","Information and communication","2020",2.15,"J"
"3149","Cyprus","Information and communication","2021",3.425,"J"
"3150","Cyprus","Information and communication","2022",2.4,"J"
"3151","Cyprus","Information and communication","2023",3.36666666666667,"J"
"3152","Cyprus","Manufacturing","2001",NA,"C"
"3153","Cyprus","Manufacturing","2002",NA,"C"
"3154","Cyprus","Manufacturing","2003",NA,"C"
"3155","Cyprus","Manufacturing","2004",NA,"C"
"3156","Cyprus","Manufacturing","2005",NA,"C"
"3157","Cyprus","Manufacturing","2006",NA,"C"
"3158","Cyprus","Manufacturing","2007",NA,"C"
"3159","Cyprus","Manufacturing","2008",NA,"C"
"3160","Cyprus","Manufacturing","2009",4.6,"C"
"3161","Cyprus","Manufacturing","2010",2.475,"C"
"3162","Cyprus","Manufacturing","2011",1.4,"C"
"3163","Cyprus","Manufacturing","2012",0.75,"C"
"3164","Cyprus","Manufacturing","2013",0.5,"C"
"3165","Cyprus","Manufacturing","2014",0.775,"C"
"3166","Cyprus","Manufacturing","2015",0.65,"C"
"3167","Cyprus","Manufacturing","2016",1.15,"C"
"3168","Cyprus","Manufacturing","2017",1.375,"C"
"3169","Cyprus","Manufacturing","2018",1.55,"C"
"3170","Cyprus","Manufacturing","2019",1.8,"C"
"3171","Cyprus","Manufacturing","2020",2.075,"C"
"3172","Cyprus","Manufacturing","2021",3.05,"C"
"3173","Cyprus","Manufacturing","2022",1.8,"C"
"3174","Cyprus","Manufacturing","2023",2.1,"C"
"3175","Cyprus","Mining and quarrying","2001",NA,"B"
"3176","Cyprus","Mining and quarrying","2002",NA,"B"
"3177","Cyprus","Mining and quarrying","2003",NA,"B"
"3178","Cyprus","Mining and quarrying","2004",NA,"B"
"3179","Cyprus","Mining and quarrying","2005",NA,"B"
"3180","Cyprus","Mining and quarrying","2006",NA,"B"
"3181","Cyprus","Mining and quarrying","2007",NA,"B"
"3182","Cyprus","Mining and quarrying","2008",NA,"B"
"3183","Cyprus","Mining and quarrying","2009",2.675,"B"
"3184","Cyprus","Mining and quarrying","2010",1.65,"B"
"3185","Cyprus","Mining and quarrying","2011",1.475,"B"
"3186","Cyprus","Mining and quarrying","2012",0.05,"B"
"3187","Cyprus","Mining and quarrying","2013",0.35,"B"
"3188","Cyprus","Mining and quarrying","2014",0.05,"B"
"3189","Cyprus","Mining and quarrying","2015",0.075,"B"
"3190","Cyprus","Mining and quarrying","2016",1.275,"B"
"3191","Cyprus","Mining and quarrying","2017",0.725,"B"
"3192","Cyprus","Mining and quarrying","2018",0.95,"B"
"3193","Cyprus","Mining and quarrying","2019",1.85,"B"
"3194","Cyprus","Mining and quarrying","2020",0.225,"B"
"3195","Cyprus","Mining and quarrying","2021",0.425,"B"
"3196","Cyprus","Mining and quarrying","2022",0.75,"B"
"3197","Cyprus","Mining and quarrying","2023",1.33333333333333,"B"
"3198","Cyprus","Other service activities","2001",NA,"S"
"3199","Cyprus","Other service activities","2002",NA,"S"
"3200","Cyprus","Other service activities","2003",NA,"S"
"3201","Cyprus","Other service activities","2004",NA,"S"
"3202","Cyprus","Other service activities","2005",NA,"S"
"3203","Cyprus","Other service activities","2006",NA,"S"
"3204","Cyprus","Other service activities","2007",NA,"S"
"3205","Cyprus","Other service activities","2008",NA,"S"
"3206","Cyprus","Other service activities","2009",5.55,"S"
"3207","Cyprus","Other service activities","2010",4.175,"S"
"3208","Cyprus","Other service activities","2011",2.35,"S"
"3209","Cyprus","Other service activities","2012",0.775,"S"
"3210","Cyprus","Other service activities","2013",0.475,"S"
"3211","Cyprus","Other service activities","2014",0.225,"S"
"3212","Cyprus","Other service activities","2015",1.5,"S"
"3213","Cyprus","Other service activities","2016",1.9,"S"
"3214","Cyprus","Other service activities","2017",1.625,"S"
"3215","Cyprus","Other service activities","2018",1.2,"S"
"3216","Cyprus","Other service activities","2019",2.075,"S"
"3217","Cyprus","Other service activities","2020",0.65,"S"
"3218","Cyprus","Other service activities","2021",1.225,"S"
"3219","Cyprus","Other service activities","2022",1.45,"S"
"3220","Cyprus","Other service activities","2023",2.5,"S"
"3221","Cyprus","Professional, scientific and technical activities","2001",NA,"M"
"3222","Cyprus","Professional, scientific and technical activities","2002",NA,"M"
"3223","Cyprus","Professional, scientific and technical activities","2003",NA,"M"
"3224","Cyprus","Professional, scientific and technical activities","2004",NA,"M"
"3225","Cyprus","Professional, scientific and technical activities","2005",NA,"M"
"3226","Cyprus","Professional, scientific and technical activities","2006",NA,"M"
"3227","Cyprus","Professional, scientific and technical activities","2007",NA,"M"
"3228","Cyprus","Professional, scientific and technical activities","2008",NA,"M"
"3229","Cyprus","Professional, scientific and technical activities","2009",2.5,"M"
"3230","Cyprus","Professional, scientific and technical activities","2010",1.9,"M"
"3231","Cyprus","Professional, scientific and technical activities","2011",0.725,"M"
"3232","Cyprus","Professional, scientific and technical activities","2012",0.725,"M"
"3233","Cyprus","Professional, scientific and technical activities","2013",0.475,"M"
"3234","Cyprus","Professional, scientific and technical activities","2014",0.775,"M"
"3235","Cyprus","Professional, scientific and technical activities","2015",1.375,"M"
"3236","Cyprus","Professional, scientific and technical activities","2016",1.7,"M"
"3237","Cyprus","Professional, scientific and technical activities","2017",1.2,"M"
"3238","Cyprus","Professional, scientific and technical activities","2018",1.175,"M"
"3239","Cyprus","Professional, scientific and technical activities","2019",1.8,"M"
"3240","Cyprus","Professional, scientific and technical activities","2020",1.4,"M"
"3241","Cyprus","Professional, scientific and technical activities","2021",2.075,"M"
"3242","Cyprus","Professional, scientific and technical activities","2022",2.4,"M"
"3243","Cyprus","Professional, scientific and technical activities","2023",2.16666666666667,"M"
"3244","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2001",NA,NA
"3245","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2002",NA,NA
"3246","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2003",NA,NA
"3247","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2004",NA,NA
"3248","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2005",NA,NA
"3249","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2006",NA,NA
"3250","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2007",NA,NA
"3251","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2008",NA,NA
"3252","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2009",2.075,NA
"3253","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2010",2,NA
"3254","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2011",0.7,NA
"3255","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2012",0.65,NA
"3256","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2013",0.55,NA
"3257","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2014",1.025,NA
"3258","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2015",1.2,NA
"3259","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2016",1.425,NA
"3260","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2017",1.125,NA
"3261","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2018",1.575,NA
"3262","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2019",2.05,NA
"3263","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2020",1.3,NA
"3264","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2021",2.175,NA
"3265","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2022",2.625,NA
"3266","Cyprus","Professional, scientific and technical activities; administrative and support service activities","2023",2.6,NA
"3267","Cyprus","Public administration and defence; compulsory social security","2001",NA,"O"
"3268","Cyprus","Public administration and defence; compulsory social security","2002",NA,"O"
"3269","Cyprus","Public administration and defence; compulsory social security","2003",NA,"O"
"3270","Cyprus","Public administration and defence; compulsory social security","2004",NA,"O"
"3271","Cyprus","Public administration and defence; compulsory social security","2005",NA,"O"
"3272","Cyprus","Public administration and defence; compulsory social security","2006",NA,"O"
"3273","Cyprus","Public administration and defence; compulsory social security","2007",NA,"O"
"3274","Cyprus","Public administration and defence; compulsory social security","2008",NA,"O"
"3275","Cyprus","Public administration and defence; compulsory social security","2009",1.225,"O"
"3276","Cyprus","Public administration and defence; compulsory social security","2010",1.25,"O"
"3277","Cyprus","Public administration and defence; compulsory social security","2011",0.425,"O"
"3278","Cyprus","Public administration and defence; compulsory social security","2012",0.15,"O"
"3279","Cyprus","Public administration and defence; compulsory social security","2013",0.15,"O"
"3280","Cyprus","Public administration and defence; compulsory social security","2014",0.25,"O"
"3281","Cyprus","Public administration and defence; compulsory social security","2015",0.175,"O"
"3282","Cyprus","Public administration and defence; compulsory social security","2016",0.3,"O"
"3283","Cyprus","Public administration and defence; compulsory social security","2017",0.25,"O"
"3284","Cyprus","Public administration and defence; compulsory social security","2018",0.3,"O"
"3285","Cyprus","Public administration and defence; compulsory social security","2019",1.1,"O"
"3286","Cyprus","Public administration and defence; compulsory social security","2020",1.8,"O"
"3287","Cyprus","Public administration and defence; compulsory social security","2021",1.95,"O"
"3288","Cyprus","Public administration and defence; compulsory social security","2022",1.45,"O"
"3289","Cyprus","Public administration and defence; compulsory social security","2023",1.46666666666667,"O"
"3290","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2001",NA,NA
"3291","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2002",NA,NA
"3292","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2003",NA,NA
"3293","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2004",NA,NA
"3294","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2005",NA,NA
"3295","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2006",NA,NA
"3296","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2007",NA,NA
"3297","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2008",NA,NA
"3298","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2009",2.125,NA
"3299","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2010",1.4,NA
"3300","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2011",0.925,NA
"3301","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2012",0.525,NA
"3302","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2013",0.325,NA
"3303","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2014",0.325,NA
"3304","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2015",0.525,NA
"3305","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2016",0.675,NA
"3306","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2017",0.65,NA
"3307","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018",0.75,NA
"3308","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2019",1.2,NA
"3309","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2020",1.475,NA
"3310","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2021",1.9,NA
"3311","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2022",1.7,NA
"3312","Cyprus","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2023",2.06666666666667,NA
"3313","Cyprus","Public administration, defence, education, human health and social work activities","2001",NA,NA
"3314","Cyprus","Public administration, defence, education, human health and social work activities","2002",NA,NA
"3315","Cyprus","Public administration, defence, education, human health and social work activities","2003",NA,NA
"3316","Cyprus","Public administration, defence, education, human health and social work activities","2004",NA,NA
"3317","Cyprus","Public administration, defence, education, human health and social work activities","2005",NA,NA
"3318","Cyprus","Public administration, defence, education, human health and social work activities","2006",NA,NA
"3319","Cyprus","Public administration, defence, education, human health and social work activities","2007",NA,NA
"3320","Cyprus","Public administration, defence, education, human health and social work activities","2008",NA,NA
"3321","Cyprus","Public administration, defence, education, human health and social work activities","2009",1.625,NA
"3322","Cyprus","Public administration, defence, education, human health and social work activities","2010",1.275,NA
"3323","Cyprus","Public administration, defence, education, human health and social work activities","2011",0.875,NA
"3324","Cyprus","Public administration, defence, education, human health and social work activities","2012",0.425,NA
"3325","Cyprus","Public administration, defence, education, human health and social work activities","2013",0.325,NA
"3326","Cyprus","Public administration, defence, education, human health and social work activities","2014",0.25,NA
"3327","Cyprus","Public administration, defence, education, human health and social work activities","2015",0.375,NA
"3328","Cyprus","Public administration, defence, education, human health and social work activities","2016",0.525,NA
"3329","Cyprus","Public administration, defence, education, human health and social work activities","2017",0.525,NA
"3330","Cyprus","Public administration, defence, education, human health and social work activities","2018",0.625,NA
"3331","Cyprus","Public administration, defence, education, human health and social work activities","2019",1.1,NA
"3332","Cyprus","Public administration, defence, education, human health and social work activities","2020",1.65,NA
"3333","Cyprus","Public administration, defence, education, human health and social work activities","2021",2.05,NA
"3334","Cyprus","Public administration, defence, education, human health and social work activities","2022",1.75,NA
"3335","Cyprus","Public administration, defence, education, human health and social work activities","2023",2,NA
"3336","Cyprus","Real estate activities","2001",NA,"L"
"3337","Cyprus","Real estate activities","2002",NA,"L"
"3338","Cyprus","Real estate activities","2003",NA,"L"
"3339","Cyprus","Real estate activities","2004",NA,"L"
"3340","Cyprus","Real estate activities","2005",NA,"L"
"3341","Cyprus","Real estate activities","2006",NA,"L"
"3342","Cyprus","Real estate activities","2007",NA,"L"
"3343","Cyprus","Real estate activities","2008",NA,"L"
"3344","Cyprus","Real estate activities","2009",0.375,"L"
"3345","Cyprus","Real estate activities","2010",1.15,"L"
"3346","Cyprus","Real estate activities","2011",2.5,"L"
"3347","Cyprus","Real estate activities","2012",0,"L"
"3348","Cyprus","Real estate activities","2013",0,"L"
"3349","Cyprus","Real estate activities","2014",0.45,"L"
"3350","Cyprus","Real estate activities","2015",0.225,"L"
"3351","Cyprus","Real estate activities","2016",0.3,"L"
"3352","Cyprus","Real estate activities","2017",1.5,"L"
"3353","Cyprus","Real estate activities","2018",2.075,"L"
"3354","Cyprus","Real estate activities","2019",1.65,"L"
"3355","Cyprus","Real estate activities","2020",1.825,"L"
"3356","Cyprus","Real estate activities","2021",0.425,"L"
"3357","Cyprus","Real estate activities","2022",1.425,"L"
"3358","Cyprus","Real estate activities","2023",2.4,"L"
"3359","Cyprus","Services of the business economy","2001",NA,NA
"3360","Cyprus","Services of the business economy","2002",NA,NA
"3361","Cyprus","Services of the business economy","2003",NA,NA
"3362","Cyprus","Services of the business economy","2004",NA,NA
"3363","Cyprus","Services of the business economy","2005",NA,NA
"3364","Cyprus","Services of the business economy","2006",NA,NA
"3365","Cyprus","Services of the business economy","2007",NA,NA
"3366","Cyprus","Services of the business economy","2008",NA,NA
"3367","Cyprus","Services of the business economy","2009",1.975,NA
"3368","Cyprus","Services of the business economy","2010",1.525,NA
"3369","Cyprus","Services of the business economy","2011",1.2,NA
"3370","Cyprus","Services of the business economy","2012",0.675,NA
"3371","Cyprus","Services of the business economy","2013",0.475,NA
"3372","Cyprus","Services of the business economy","2014",0.925,NA
"3373","Cyprus","Services of the business economy","2015",1.15,NA
"3374","Cyprus","Services of the business economy","2016",1.25,NA
"3375","Cyprus","Services of the business economy","2017",1.25,NA
"3376","Cyprus","Services of the business economy","2018",1.8,NA
"3377","Cyprus","Services of the business economy","2019",2.05,NA
"3378","Cyprus","Services of the business economy","2020",1.525,NA
"3379","Cyprus","Services of the business economy","2021",2.625,NA
"3380","Cyprus","Services of the business economy","2022",3.2,NA
"3381","Cyprus","Services of the business economy","2023",3.53333333333333,NA
"3382","Cyprus","Transportation and storage","2001",NA,"H"
"3383","Cyprus","Transportation and storage","2002",NA,"H"
"3384","Cyprus","Transportation and storage","2003",NA,"H"
"3385","Cyprus","Transportation and storage","2004",NA,"H"
"3386","Cyprus","Transportation and storage","2005",NA,"H"
"3387","Cyprus","Transportation and storage","2006",NA,"H"
"3388","Cyprus","Transportation and storage","2007",NA,"H"
"3389","Cyprus","Transportation and storage","2008",NA,"H"
"3390","Cyprus","Transportation and storage","2009",0.875,"H"
"3391","Cyprus","Transportation and storage","2010",0.675,"H"
"3392","Cyprus","Transportation and storage","2011",0.25,"H"
"3393","Cyprus","Transportation and storage","2012",0.475,"H"
"3394","Cyprus","Transportation and storage","2013",0.125,"H"
"3395","Cyprus","Transportation and storage","2014",0.55,"H"
"3396","Cyprus","Transportation and storage","2015",0.4,"H"
"3397","Cyprus","Transportation and storage","2016",0.45,"H"
"3398","Cyprus","Transportation and storage","2017",0.625,"H"
"3399","Cyprus","Transportation and storage","2018",1.3,"H"
"3400","Cyprus","Transportation and storage","2019",1.2,"H"
"3401","Cyprus","Transportation and storage","2020",0.675,"H"
"3402","Cyprus","Transportation and storage","2021",1.9,"H"
"3403","Cyprus","Transportation and storage","2022",3.375,"H"
"3404","Cyprus","Transportation and storage","2023",3.73333333333333,"H"
"3405","Cyprus","Water supply; sewerage, waste management and remediation activities","2001",NA,"E"
"3406","Cyprus","Water supply; sewerage, waste management and remediation activities","2002",NA,"E"
"3407","Cyprus","Water supply; sewerage, waste management and remediation activities","2003",NA,"E"
"3408","Cyprus","Water supply; sewerage, waste management and remediation activities","2004",NA,"E"
"3409","Cyprus","Water supply; sewerage, waste management and remediation activities","2005",NA,"E"
"3410","Cyprus","Water supply; sewerage, waste management and remediation activities","2006",NA,"E"
"3411","Cyprus","Water supply; sewerage, waste management and remediation activities","2007",NA,"E"
"3412","Cyprus","Water supply; sewerage, waste management and remediation activities","2008",NA,"E"
"3413","Cyprus","Water supply; sewerage, waste management and remediation activities","2009",3.6,"E"
"3414","Cyprus","Water supply; sewerage, waste management and remediation activities","2010",2.05,"E"
"3415","Cyprus","Water supply; sewerage, waste management and remediation activities","2011",1.925,"E"
"3416","Cyprus","Water supply; sewerage, waste management and remediation activities","2012",2.75,"E"
"3417","Cyprus","Water supply; sewerage, waste management and remediation activities","2013",1.15,"E"
"3418","Cyprus","Water supply; sewerage, waste management and remediation activities","2014",0.225,"E"
"3419","Cyprus","Water supply; sewerage, waste management and remediation activities","2015",0.2,"E"
"3420","Cyprus","Water supply; sewerage, waste management and remediation activities","2016",0.4,"E"
"3421","Cyprus","Water supply; sewerage, waste management and remediation activities","2017",0.45,"E"
"3422","Cyprus","Water supply; sewerage, waste management and remediation activities","2018",1,"E"
"3423","Cyprus","Water supply; sewerage, waste management and remediation activities","2019",0.85,"E"
"3424","Cyprus","Water supply; sewerage, waste management and remediation activities","2020",0.85,"E"
"3425","Cyprus","Water supply; sewerage, waste management and remediation activities","2021",1.5,"E"
"3426","Cyprus","Water supply; sewerage, waste management and remediation activities","2022",3,"E"
"3427","Cyprus","Water supply; sewerage, waste management and remediation activities","2023",1.8,"E"
"3428","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2001",NA,NA
"3429","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2002",NA,NA
"3430","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2003",NA,NA
"3431","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2004",NA,NA
"3432","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2005",NA,NA
"3433","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2006",NA,NA
"3434","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2007",NA,NA
"3435","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2008",NA,NA
"3436","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2009",2.325,NA
"3437","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2010",1.675,NA
"3438","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2011",1.45,NA
"3439","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2012",0.825,NA
"3440","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2013",0.55,NA
"3441","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2014",1.025,NA
"3442","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2015",1.125,NA
"3443","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2016",1.35,NA
"3444","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2017",1.175,NA
"3445","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2018",1.85,NA
"3446","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2019",2.15,NA
"3447","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2020",1.65,NA
"3448","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2021",2.9,NA
"3449","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2022",3.675,NA
"3450","Cyprus","Wholesale and retail trade, transport, accommodation and food service activities","2023",4.1,NA
"3451","Cyprus","Wholesale and retail trade; repair of motor vehicles and motorcycles","2001",NA,"G"
"3452","Cyprus","Wholesale and retail trade; repair of motor vehicles and motorcycles","2002",NA,"G"
"3453","Cyprus","Wholesale and retail trade; repair of motor vehicles and motorcycles","2003",NA,"G"
"3454","Cyprus","Wholesale and retail trade; repair of motor vehicles and motorcycles","2004",NA,"G"
"3455","Cyprus","Wholesale and retail trade; repair of motor vehicles and motorcycles","2005",NA,"G"
"3456","Cyprus","Wholesale and retail trade; repair of motor vehicles and motorcycles","2006",NA,"G"
