"","country_long","year","decile","income"
"2950","Ireland","2011","10",46848
"2951","Ireland","2012","1",7722
"2952","Ireland","2012","2",11348
"2953","Ireland","2012","3",13848
"2954","Ireland","2012","4",16060
"2955","Ireland","2012","5",18396.5
"2956","Ireland","2012","6",21013.5
"2957","Ireland","2012","7",24150
"2958","Ireland","2012","8",28458.5
"2959","Ireland","2012","9",34863.5
"2960","Ireland","2012","10",47011
"2961","Ireland","2013","1",8524
"2962","Ireland","2013","2",11726.5
"2963","Ireland","2013","3",14010.5
"2964","Ireland","2013","4",16151
"2965","Ireland","2013","5",18563.5
"2966","Ireland","2013","6",21402.5
"2967","Ireland","2013","7",24717
"2968","Ireland","2013","8",28978.5
"2969","Ireland","2013","9",35644.5
"2970","Ireland","2013","10",47622
"2971","Ireland","2014","1",8462
"2972","Ireland","2014","2",11687.5
"2973","Ireland","2014","3",14162
"2974","Ireland","2014","4",16385.5
"2975","Ireland","2014","5",18801
"2976","Ireland","2014","6",21628.5
"2977","Ireland","2014","7",24795
"2978","Ireland","2014","8",29106
"2979","Ireland","2014","9",35729.5
"2980","Ireland","2014","10",50386
"2981","Ireland","2015","1",9644
"2982","Ireland","2015","2",12602.5
"2983","Ireland","2015","3",14984
"2984","Ireland","2015","4",17406.5
"2985","Ireland","2015","5",20170
"2986","Ireland","2015","6",23064
"2987","Ireland","2015","7",26364
"2988","Ireland","2015","8",30864
"2989","Ireland","2015","9",37405.5
"2990","Ireland","2015","10",51026
"2991","Ireland","2016","1",9840
"2992","Ireland","2016","2",12863
"2993","Ireland","2016","3",15411
"2994","Ireland","2016","4",18010
"2995","Ireland","2016","5",20985.5
"2996","Ireland","2016","6",24117.5
"2997","Ireland","2016","7",27415.5
"2998","Ireland","2016","8",31446.5
"2999","Ireland","2016","9",37715
"3000","Ireland","2016","10",50633
"3001","Ireland","2017","1",10224
"3002","Ireland","2017","2",13445
"3003","Ireland","2017","3",16107
"3004","Ireland","2017","4",18596
"3005","Ireland","2017","5",21367.5
"3006","Ireland","2017","6",24548
"3007","Ireland","2017","7",28259
"3008","Ireland","2017","8",33114.5
"3009","Ireland","2017","9",40979
"3010","Ireland","2017","10",55351
"3011","Ireland","2018","1",11226
"3012","Ireland","2018","2",15079
"3013","Ireland","2018","3",17847.5
"3014","Ireland","2018","4",20624
"3015","Ireland","2018","5",23488.5
"3016","Ireland","2018","6",26286
"3017","Ireland","2018","7",29734.5
"3018","Ireland","2018","8",34659
"3019","Ireland","2018","9",41602
"3020","Ireland","2018","10",56201
"3021","Ireland","2019","1",12476
"3022","Ireland","2019","2",16038
"3023","Ireland","2019","3",18747.5
"3024","Ireland","2019","4",21195
"3025","Ireland","2019","5",23957.5
"3026","Ireland","2019","6",27250.5
"3027","Ireland","2019","7",31002
"3028","Ireland","2019","8",35817
"3029","Ireland","2019","9",42756.5
"3030","Ireland","2019","10",56733
"3031","Ireland","2020","1",12601
"3032","Ireland","2020","2",16288.5
"3033","Ireland","2020","3",19377.5
"3034","Ireland","2020","4",22325
"3035","Ireland","2020","5",25264.5
"3036","Ireland","2020","6",28403
"3037","Ireland","2020","7",32064.5
"3038","Ireland","2020","8",37042.5
"3039","Ireland","2020","9",43567.5
"3040","Ireland","2020","10",56648
"3041","Ireland","2021","1",13577
"3042","Ireland","2021","2",17426.5
"3043","Ireland","2021","3",20514.5
"3044","Ireland","2021","4",23442.5
"3045","Ireland","2021","5",26578
"3046","Ireland","2021","6",29971.5
"3047","Ireland","2021","7",33858.5
"3048","Ireland","2021","8",38374
"3049","Ireland","2021","9",45401.5
"3050","Ireland","2021","10",58695
"3051","Ireland","2022","1",13169
"3052","Ireland","2022","2",17645.5
"3053","Ireland","2022","3",20983.5
"3054","Ireland","2022","4",24113.5
"3055","Ireland","2022","5",27410
"3056","Ireland","2022","6",31150.5
"3057","Ireland","2022","7",34904
"3058","Ireland","2022","8",39192.5
"3059","Ireland","2022","9",46461
"3060","Ireland","2022","10",60993
"3061","Greece","2005","1",3220
"3062","Greece","2005","2",5022.5
"3063","Greece","2005","3",6387
"3064","Greece","2005","4",7641.5
"3065","Greece","2005","5",8816.5
"3066","Greece","2005","6",10125
"3067","Greece","2005","7",11833
"3068","Greece","2005","8",14112.5
"3069","Greece","2005","9",17559.5
"3070","Greece","2005","10",24222
"3071","Greece","2006","1",3449
"3072","Greece","2006","2",5084
"3073","Greece","2006","3",6483
"3074","Greece","2006","4",7777.5
"3075","Greece","2006","5",9129.5
"3076","Greece","2006","6",10591.5
"3077","Greece","2006","7",12262.5
"3078","Greece","2006","8",14556
"3079","Greece","2006","9",18035
"3080","Greece","2006","10",25580
"3081","Greece","2007","1",3411
"3082","Greece","2007","2",5289
"3083","Greece","2007","3",6738
"3084","Greece","2007","4",8057.5
"3085","Greece","2007","5",9455
"3086","Greece","2007","6",10932.5
"3087","Greece","2007","7",12670
"3088","Greece","2007","8",15107.5
"3089","Greece","2007","9",18748
"3090","Greece","2007","10",26088
"3091","Greece","2008","1",3890
"3092","Greece","2008","2",5655.5
"3093","Greece","2008","3",7237
"3094","Greece","2008","4",8761
"3095","Greece","2008","5",10150
"3096","Greece","2008","6",11709.5
"3097","Greece","2008","7",13508.5
"3098","Greece","2008","8",15838.5
"3099","Greece","2008","9",19473
"3100","Greece","2008","10",26926
"3101","Greece","2009","1",4000
"3102","Greece","2009","2",6143.5
"3103","Greece","2009","3",7843.5
"3104","Greece","2009","4",9352.5
"3105","Greece","2009","5",10760.5
"3106","Greece","2009","6",12326.5
"3107","Greece","2009","7",14198.5
"3108","Greece","2009","8",16712
"3109","Greece","2009","9",20380
"3110","Greece","2009","10",27649
"3111","Greece","2010","1",4044
"3112","Greece","2010","2",6324
"3113","Greece","2010","3",8000.5
"3114","Greece","2010","4",9593
"3115","Greece","2010","5",11148
"3116","Greece","2010","6",12935.5
"3117","Greece","2010","7",14865
"3118","Greece","2010","8",17212
"3119","Greece","2010","9",20967.5
"3120","Greece","2010","10",29734
"3121","Greece","2011","1",3377
"3122","Greece","2011","2",5565
"3123","Greece","2011","3",7127
"3124","Greece","2011","4",8563
"3125","Greece","2011","5",10112.5
"3126","Greece","2011","6",11867.5
"3127","Greece","2011","7",13675
"3128","Greece","2011","8",15901.5
"3129","Greece","2011","9",19424.5
"3130","Greece","2011","10",26771
"3131","Greece","2012","1",2309
"3132","Greece","2012","2",4486
"3133","Greece","2012","3",5944
"3134","Greece","2012","4",7297.5
"3135","Greece","2012","5",8756.5
"3136","Greece","2012","6",10174
"3137","Greece","2012","7",11617
"3138","Greece","2012","8",13523
"3139","Greece","2012","9",16352
"3140","Greece","2012","10",22210
"3141","Greece","2013","1",2079
"3142","Greece","2013","2",3919.5
"3143","Greece","2013","3",5181
"3144","Greece","2013","4",6282.5
"3145","Greece","2013","5",7620.5
"3146","Greece","2013","6",8860.5
"3147","Greece","2013","7",10042.5
"3148","Greece","2013","8",11714
"3149","Greece","2013","9",14266.5
"3150","Greece","2013","10",19444
"3151","Greece","2014","1",2065
"3152","Greece","2014","2",3678.5
"3153","Greece","2014","3",4923.5
"3154","Greece","2014","4",5959
"3155","Greece","2014","5",7054
"3156","Greece","2014","6",8236.5
"3157","Greece","2014","7",9470
"3158","Greece","2014","8",11159
"3159","Greece","2014","9",13841.5
"3160","Greece","2014","10",18767
"3161","Greece","2015","1",1887
"3162","Greece","2015","2",3685
"3163","Greece","2015","3",4911
"3164","Greece","2015","4",5954.5
"3165","Greece","2015","5",6988.5
"3166","Greece","2015","6",8076.5
"3167","Greece","2015","7",9351.5
"3168","Greece","2015","8",10972.5
"3169","Greece","2015","9",13543.5
"3170","Greece","2015","10",18535
"3171","Greece","2016","1",1938
"3172","Greece","2016","2",3643.5
"3173","Greece","2016","3",4883.5
"3174","Greece","2016","4",5952
"3175","Greece","2016","5",6978.5
"3176","Greece","2016","6",8066.5
"3177","Greece","2016","7",9375
"3178","Greece","2016","8",11067
"3179","Greece","2016","9",13536.5
"3180","Greece","2016","10",18107
"3181","Greece","2017","1",2219
"3182","Greece","2017","2",3846.5
"3183","Greece","2017","3",5088.5
"3184","Greece","2017","4",6132
"3185","Greece","2017","5",7108
"3186","Greece","2017","6",8166.5
"3187","Greece","2017","7",9456.5
"3188","Greece","2017","8",11071
"3189","Greece","2017","9",13525
"3190","Greece","2017","10",18295
"3191","Greece","2018","1",2483
"3192","Greece","2018","2",4168.5
"3193","Greece","2018","3",5354
"3194","Greece","2018","4",6331.5
"3195","Greece","2018","5",7341.5
"3196","Greece","2018","6",8404.5
"3197","Greece","2018","7",9639.5
"3198","Greece","2018","8",11216.5
"3199","Greece","2018","9",13592
"3200","Greece","2018","10",18067
"3201","Greece","2019","1",2770
"3202","Greece","2019","2",4463.5
"3203","Greece","2019","3",5688
"3204","Greece","2019","4",6689
"3205","Greece","2019","5",7690
"3206","Greece","2019","6",8826
"3207","Greece","2019","7",10171.5
"3208","Greece","2019","8",11735
"3209","Greece","2019","9",14072
"3210","Greece","2019","10",18683
"3211","Greece","2020","1",2948
"3212","Greece","2020","2",4812.5
"3213","Greece","2020","3",6079.5
"3214","Greece","2020","4",7110
"3215","Greece","2020","5",8201.5
"3216","Greece","2020","6",9416.5
"3217","Greece","2020","7",10810
"3218","Greece","2020","8",12520
"3219","Greece","2020","9",14972
"3220","Greece","2020","10",19835
"3221","Greece","2021","1",2612
"3222","Greece","2021","2",4602
"3223","Greece","2021","3",5900.5
"3224","Greece","2021","4",7060
"3225","Greece","2021","5",8192.5
"3226","Greece","2021","6",9385
"3227","Greece","2021","7",10762
"3228","Greece","2021","8",12479.5
"3229","Greece","2021","9",15076.5
"3230","Greece","2021","10",20000
"3231","Greece","2022","1",3230
"3232","Greece","2022","2",5176.5
"3233","Greece","2022","3",6490
"3234","Greece","2022","4",7663.5
"3235","Greece","2022","5",8883.5
"3236","Greece","2022","6",10153.5
"3237","Greece","2022","7",11585
"3238","Greece","2022","8",13442.5
"3239","Greece","2022","9",16301
"3240","Greece","2022","10",21875
"3241","Spain","2005","1",3480
"3242","Spain","2005","2",5440
"3243","Spain","2005","3",6957
"3244","Spain","2005","4",8328.5
"3245","Spain","2005","5",9721.5
"3246","Spain","2005","6",11274.5
"3247","Spain","2005","7",13064.5
"3248","Spain","2005","8",15288.5
"3249","Spain","2005","9",18717
"3250","Spain","2005","10",25626
"3251","Spain","2006","1",3407
"3252","Spain","2006","2",5739
"3253","Spain","2006","3",7333.5
"3254","Spain","2006","4",8822.5
"3255","Spain","2006","5",10360.5
"3256","Spain","2006","6",12004
"3257","Spain","2006","7",13871.5
"3258","Spain","2006","8",16134
"3259","Spain","2006","9",19663.5
"3260","Spain","2006","10",26825
"3261","Spain","2007","1",3625
"3262","Spain","2007","2",6122
"3263","Spain","2007","3",7732.5
"3264","Spain","2007","4",9222.5
"3265","Spain","2007","5",10817
"3266","Spain","2007","6",12549
"3267","Spain","2007","7",14543
"3268","Spain","2007","8",16991.5
"3269","Spain","2007","9",20699
"3270","Spain","2007","10",28000
"3271","Spain","2008","1",4605
"3272","Spain","2008","2",7328
"3273","Spain","2008","3",9330.5
"3274","Spain","2008","4",11159.5
"3275","Spain","2008","5",13015.5
"3276","Spain","2008","6",15068
"3277","Spain","2008","7",17473.5
"3278","Spain","2008","8",20428.5
"3279","Spain","2008","9",25239
"3280","Spain","2008","10",34459
"3281","Spain","2009","1",4683
"3282","Spain","2009","2",7673.5
"3283","Spain","2009","3",9851.5
"3284","Spain","2009","4",11881.5
"3285","Spain","2009","5",13821.5
"3286","Spain","2009","6",15918
"3287","Spain","2009","7",18371
"3288","Spain","2009","8",21583
"3289","Spain","2009","9",26551.5
"3290","Spain","2009","10",36552
"3291","Spain","2010","1",4164
"3292","Spain","2010","2",7449
"3293","Spain","2010","3",9689.5
"3294","Spain","2010","4",11713
"3295","Spain","2010","5",13627
"3296","Spain","2010","6",15747.5
"3297","Spain","2010","7",18314.5
"3298","Spain","2010","8",21470
"3299","Spain","2010","9",26457
"3300","Spain","2010","10",36058
"3301","Spain","2011","1",4011
"3302","Spain","2011","2",7127
"3303","Spain","2011","3",9161
"3304","Spain","2011","4",11009
"3305","Spain","2011","5",12942
"3306","Spain","2011","6",15043
"3307","Spain","2011","7",17527.5
"3308","Spain","2011","8",20813
"3309","Spain","2011","9",25803.5
"3310","Spain","2011","10",34839
"3311","Spain","2012","1",3688
"3312","Spain","2012","2",6890.5
"3313","Spain","2012","3",9024.5
"3314","Spain","2012","4",10890.5
"3315","Spain","2012","5",12861.5
"3316","Spain","2012","6",14927
"3317","Spain","2012","7",17460
"3318","Spain","2012","8",20817
"3319","Spain","2012","9",25734.5
"3320","Spain","2012","10",34740
"3321","Spain","2013","1",3593
"3322","Spain","2013","2",6809.5
"3323","Spain","2013","3",8874.5
"3324","Spain","2013","4",10640
"3325","Spain","2013","5",12553.5
"3326","Spain","2013","6",14630
"3327","Spain","2013","7",17014.5
"3328","Spain","2013","8",20109.5
"3329","Spain","2013","9",24893
"3330","Spain","2013","10",34046
"3331","Spain","2014","1",3287
"3332","Spain","2014","2",6262.5
"3333","Spain","2014","3",8386.5
"3334","Spain","2014","4",10287
"3335","Spain","2014","5",12248.5
"3336","Spain","2014","6",14363.5
"3337","Spain","2014","7",16903
"3338","Spain","2014","8",20215.5
"3339","Spain","2014","9",24932.5
"3340","Spain","2014","10",34303
"3341","Spain","2015","1",3203
"3342","Spain","2015","2",6243
"3343","Spain","2015","3",8532.5
"3344","Spain","2015","4",10463.5
"3345","Spain","2015","5",12381.5
"3346","Spain","2015","6",14434.5
"3347","Spain","2015","7",16871.5
"3348","Spain","2015","8",20011.5
"3349","Spain","2015","9",24793
"3350","Spain","2015","10",34041
"3351","Spain","2016","1",3548
"3352","Spain","2016","2",6490.5
"3353","Spain","2016","3",8636.5
"3354","Spain","2016","4",10611.5
"3355","Spain","2016","5",12657.5
"3356","Spain","2016","6",14775
"3357","Spain","2016","7",17235
"3358","Spain","2016","8",20478.5
"3359","Spain","2016","9",25396.5
"3360","Spain","2016","10",35023
"3361","Spain","2017","1",3551
"3362","Spain","2017","2",6845
"3363","Spain","2017","3",9115
"3364","Spain","2017","4",11117.5
"3365","Spain","2017","5",13176
"3366","Spain","2017","6",15435
"3367","Spain","2017","7",18004
"3368","Spain","2017","8",21289
"3369","Spain","2017","9",26241.5
"3370","Spain","2017","10",35505
"3371","Spain","2018","1",4122
"3372","Spain","2018","2",7326.5
"3373","Spain","2018","3",9560.5
"3374","Spain","2018","4",11609.5
"3375","Spain","2018","5",13716
"3376","Spain","2018","6",15924.5
"3377","Spain","2018","7",18503.5
"3378","Spain","2018","8",21804.5
"3379","Spain","2018","9",26716.5
"3380","Spain","2018","10",36511
"3381","Spain","2019","1",4255
"3382","Spain","2019","2",7557
"3383","Spain","2019","3",9831
"3384","Spain","2019","4",11906
"3385","Spain","2019","5",14006
"3386","Spain","2019","6",16218.5
"3387","Spain","2019","7",18890
"3388","Spain","2019","8",22231
"3389","Spain","2019","9",27005.5
"3390","Spain","2019","10",36905
"3391","Spain","2020","1",4518
"3392","Spain","2020","2",8024.5
"3393","Spain","2020","3",10567.5
"3394","Spain","2020","4",12763
"3395","Spain","2020","5",14941.5
"3396","Spain","2020","6",17284.5
"3397","Spain","2020","7",19989.5
"3398","Spain","2020","8",23321
"3399","Spain","2020","9",28355
"3400","Spain","2020","10",38003
"3401","Spain","2021","1",4181
"3402","Spain","2021","2",7749.5
"3403","Spain","2021","3",10352.5
"3404","Spain","2021","4",12593
"3405","Spain","2021","5",14794.5
"3406","Spain","2021","6",17155
"3407","Spain","2021","7",19944
"3408","Spain","2021","8",23465.5
"3409","Spain","2021","9",28760
"3410","Spain","2021","10",38847
"3411","Spain","2022","1",5077
"3412","Spain","2022","2",8582
"3413","Spain","2022","3",11130
"3414","Spain","2022","4",13439
"3415","Spain","2022","5",15694.5
"3416","Spain","2022","6",18145.5
"3417","Spain","2022","7",20966.5
"3418","Spain","2022","8",24537.5
"3419","Spain","2022","9",30022
"3420","Spain","2022","10",40799
"3421","France","2005","1",7400
"3422","France","2005","2",9911
"3423","France","2005","3",11687.5
"3424","France","2005","4",13370
"3425","France","2005","5",15071.5
"3426","France","2005","6",16931.5
"3427","France","2005","7",19083.5
"3428","France","2005","8",21770
"3429","France","2005","9",26245.5
"3430","France","2005","10",35837
"3431","France","2006","1",7383
"3432","France","2006","2",10030
"3433","France","2006","3",11975
"3434","France","2006","4",13699
"3435","France","2006","5",15373.5
"3436","France","2006","6",17122.5
"3437","France","2006","7",19148.5
"3438","France","2006","8",21869
"3439","France","2006","9",26304.5
"3440","France","2006","10",35340
"3441","France","2007","1",7580
"3442","France","2007","2",10236
"3443","France","2007","3",12209
"3444","France","2007","4",13858
"3445","France","2007","5",15548
"3446","France","2007","6",17318.5
"3447","France","2007","7",19352
"3448","France","2007","8",22116.5
"3449","France","2007","9",26544
"3450","France","2007","10",35119
"3451","France","2008","1",9109
"3452","France","2008","2",11875
"3453","France","2008","3",14109.5
"3454","France","2008","4",16193
"3455","France","2008","5",17996
"3456","France","2008","6",19947.5
"3457","France","2008","7",22470.5
"3458","France","2008","8",25980
"3459","France","2008","9",32224
"3460","France","2008","10",46801
"3461","France","2009","1",8911
"3462","France","2009","2",12177
"3463","France","2009","3",14442.5
"3464","France","2009","4",16613.5
"3465","France","2009","5",18645.5
"3466","France","2009","6",20785
"3467","France","2009","7",23272.5
"3468","France","2009","8",26761
"3469","France","2009","9",33061.5
"3470","France","2009","10",46114
"3471","France","2010","1",8892
"3472","France","2010","2",12331.5
